date,item,value,mean,bias,Q60,Q120,Q200
2022-02-24,inflow,33369.248,33075.524,0.888,0.000,0.000,0.000
2022-02-25,purchase,16532.851,16536.618,-0.023,10.522,12.560,12.336
2022-02-25,inflow,33471.199,33113.207,1.081,8.832,8.832,8.832
2022-02-28,purchase,16553.323,16538.209,0.091,13.614,15.582,15.304
2022-02-28,inflow,33545.230,33154.352,1.179,13.308,13.308,13.308
2022-03-01,inflow,33609.814,33197.729,1.241,16.159,16.159,16.159
2022-03-01,purchase,16586.085,16542.768,0.262,18.231,20.094,19.735
2022-03-02,purchase,16578.330,16546.155,0.194,16.406,18.310,17.983
2022-03-02,inflow,33642.376,33240.077,1.210,14.740,14.740,14.740
2022-03-03,inflow,33673.277,33281.334,1.178,13.248,13.248,13.248
2022-03-03,purchase,16571.021,16548.523,0.136,14.821,14.821,16.463
2022-03-04,purchase,16575.595,16551.102,0.148,15.147,15.147,16.775
2022-03-04,inflow,33715.841,33322.715,1.180,13.344,13.344,13.344
2022-03-07,inflow,33666.753,33355.481,0.933,2.066,2.066,2.066
2022-03-07,purchase,16492.883,16545.557,-0.318,2.516,2.516,4.652
2022-03-08,purchase,16405.893,16532.256,-0.764,0.000,0.000,0.000
2022-03-08,inflow,33611.082,33379.824,0.693,0.000,0.000,0.000
2022-03-09,purchase,16296.549,16509.807,-1.292,0.000,0.000,0.000
2022-03-09,inflow,33538.752,33394.960,0.431,0.000,0.000,0.000
2022-03-10,purchase,16262.809,16486.284,-1.356,0.000,0.000,0.000
2022-03-10,inflow,33543.575,33409.114,0.402,0.000,0.000,0.000
2022-03-11,purchase,16212.392,16460.199,-1.505,0.000,0.000,0.000
2022-03-11,inflow,33535.296,33421.131,0.342,0.000,0.000,0.000
2022-03-14,purchase,16068.310,16422.876,-2.159,0.000,0.000,0.000
2022-03-14,inflow,33424.869,33421.487,0.010,0.000,0.000,0.000
2022-03-15,purchase,15908.065,16373.846,-2.845,0.000,0.000,0.000
2022-03-15,inflow,33291.511,33409.108,-0.352,0.000,0.000,0.000
2022-03-16,purchase,15907.242,16329.408,-2.585,4.234,4.234,4.187
2022-03-16,inflow,33332.752,33401.836,-0.207,4.254,4.237,4.237
2022-03-17,purchase,15960.895,16294.311,-2.046,13.035,13.035,12.891
2022-03-17,inflow,33423.835,33403.931,0.060,12.062,12.013,12.013
2022-03-18,purchase,16045.469,16270.612,-1.384,24.807,23.850,23.586
2022-03-18,inflow,33597.290,33422.347,0.523,26.773,25.551,25.551
2022-03-21,purchase,15961.283,16241.152,-1.723,19.043,18.308,18.106
2022-03-21,inflow,33551.196,33434.618,0.349,21.429,20.451,20.451
2022-03-22,purchase,15952.065,16213.620,-1.613,23.603,20.104,19.882
2022-03-22,inflow,33578.429,33448.314,0.389,25.164,21.628,21.628
2022-03-23,inflow,33611.936,33463.897,0.442,28.555,23.186,23.186
2022-03-23,purchase,15950.129,16188.526,-1.473,27.274,22.399,22.151
2022-03-24,inflow,33644.309,33481.079,0.488,31.430,24.503,24.503
2022-03-24,purchase,15948.854,16165.700,-1.341,29.882,24.541,24.270
2022-03-25,inflow,33645.358,33496.725,0.444,29.790,23.225,23.225
2022-03-25,purchase,15917.680,16142.079,-1.390,28.913,23.746,23.483
2022-03-28,inflow,33730.446,33518.984,0.631,36.797,28.687,28.687
2022-03-28,purchase,15967.983,16125.498,-0.977,37.130,30.494,30.156
2022-03-29,purchase,15964.702,16110.184,-0.903,38.596,31.698,31.347
2022-03-29,inflow,33758.356,33541.781,0.646,37.351,29.120,29.120
2022-03-30,purchase,16091.958,16108.448,-0.102,54.512,44.769,44.273
2022-03-30,inflow,33927.686,33578.534,1.040,52.106,40.623,40.623
2022-03-31,purchase,16102.493,16107.881,-0.033,55.882,45.894,45.386
2022-03-31,inflow,33976.336,33616.420,1.071,53.261,41.523,41.523
2022-04-01,purchase,16146.702,16111.578,0.218,60.880,49.999,49.446
2022-04-01,inflow,34057.495,33658.427,1.186,57.566,44.879,44.879
2022-04-06,purchase,16093.492,16109.856,-0.102,54.527,44.782,44.782
2022-04-06,inflow,34041.047,33694.867,1.027,51.642,40.261,40.261
2022-04-07,purchase,16087.406,16107.718,-0.126,54.040,44.382,44.382
2022-04-07,inflow,34064.570,33730.077,0.992,50.304,39.218,39.218
2022-04-08,purchase,16081.132,16105.186,-0.149,53.578,44.002,44.002
2022-04-08,inflow,34094.830,33764.815,0.977,49.770,38.801,38.801
2022-04-11,inflow,34066.054,33793.505,0.807,43.372,33.814,33.814
2022-04-11,purchase,16023.516,16097.408,-0.459,47.422,38.946,38.946
2022-04-12,inflow,34189.498,33831.218,1.059,52.826,41.184,41.184
2022-04-12,purchase,16114.886,16099.072,0.098,58.499,48.044,48.044
2022-04-13,inflow,34207.625,33867.067,1.006,50.825,39.624,39.624
2022-04-13,purchase,16109.910,16100.104,0.061,57.757,47.434,47.434
2022-04-19,inflow,34223.556,33901.018,0.951,48.797,38.043,38.043
2022-04-19,purchase,16090.474,16099.187,-0.054,55.471,45.557,45.557
2022-04-20,inflow,34198.485,33929.348,0.793,42.875,33.426,33.426
2022-04-20,purchase,16037.596,16093.321,-0.346,49.664,40.787,40.787
2022-04-21,inflow,34234.054,33958.368,0.812,43.572,33.969,33.969
2022-04-21,purchase,16046.706,16088.882,-0.262,51.336,42.161,42.161
2022-04-22,inflow,34334.408,33994.181,1.001,50.647,39.486,39.486
2022-04-22,purchase,16114.356,16091.308,0.143,59.394,48.779,48.779
2022-04-25,inflow,34313.585,34024.601,0.849,44.976,35.064,35.064
2022-04-25,purchase,16070.383,16089.315,-0.118,54.208,44.519,44.519
2022-04-26,inflow,34351.856,34055.768,0.869,45.727,35.650,35.650
2022-04-26,purchase,16085.812,16088.981,-0.020,56.155,46.119,46.119
2022-04-27,purchase,16129.406,16092.831,0.227,61.064,50.151,50.151
2022-04-27,inflow,34432.027,34091.602,0.999,50.562,39.419,39.419
2022-04-28,purchase,16123.041,16095.708,0.170,59.922,49.212,49.212
2022-04-28,inflow,34455.520,34126.261,0.965,49.299,38.435,38.435
2022-04-29,inflow,34540.602,34165.722,1.097,54.642,42.299,42.299
2022-04-29,purchase,16165.497,16102.355,0.392,64.635,52.842,52.842
2022-05-05,purchase,16141.874,16106.119,0.222,66.637,50.064,50.064
2022-05-05,inflow,34543.353,34201.687,0.999,55.722,39.431,39.431
2022-05-10,purchase,16052.616,16101.023,-0.301,56.605,41.532,41.532
2022-05-10,inflow,34490.750,34229.217,0.764,47.255,32.575,32.575
2022-05-11,purchase,16074.893,16098.535,-0.147,76.308,44.043,44.043
2022-05-11,inflow,34549.239,34259.695,0.845,64.326,34.941,34.941
2022-05-12,inflow,34556.478,34287.960,0.783,67.639,33.131,33.131
2022-05-12,purchase,16047.865,16093.709,-0.285,78.035,41.790,41.790
2022-05-13,purchase,16068.651,16091.322,-0.141,82.424,44.140,44.140
2022-05-13,inflow,34611.613,34318.784,0.853,71.818,35.178,35.178
2022-05-16,purchase,15990.391,16081.710,-0.568,69.408,37.170,37.170
2022-05-16,inflow,34561.935,34341.941,0.641,59.146,28.971,28.971
2022-05-17,inflow,34658.523,34372.092,0.833,70.630,34.596,34.596
2022-05-17,purchase,16049.991,16078.689,-0.178,81.278,43.526,43.526
2022-05-18,purchase,16027.217,16073.787,-0.290,77.887,41.710,41.710
2022-05-18,inflow,34667.446,34400.221,0.777,67.263,32.947,32.947
2022-05-19,purchase,16078.467,16074.233,0.026,87.522,46.870,46.870
2022-05-19,inflow,34752.914,34433.811,0.927,76.501,37.322,37.322
2022-05-20,purchase,16220.828,16088.194,0.824,100.000,59.899,59.899
2022-05-20,inflow,34935.161,34481.558,1.315,100.000,48.670,48.670
2022-05-23,purchase,16163.389,16095.356,0.423,89.051,53.341,53.341
2022-05-23,inflow,34912.516,34522.602,1.129,88.843,43.239,43.239
2022-05-24,inflow,34846.422,34553.442,0.848,71.958,35.022,35.022
2022-05-24,purchase,16067.898,16092.741,-0.154,73.323,43.920,43.920
2022-05-25,purchase,16101.992,16093.622,0.052,78.948,47.289,47.289
2022-05-25,inflow,34916.589,34588.027,0.950,78.077,38.000,38.000
2022-05-26,inflow,34936.550,34621.220,0.911,75.730,36.858,36.858
2022-05-26,purchase,16086.019,16092.898,-0.043,76.366,45.742,45.742
2022-05-27,inflow,35009.274,34658.178,1.013,81.861,39.841,39.841
2022-05-27,purchase,16125.025,16095.957,0.181,82.453,49.388,49.388
2022-05-30,purchase,16195.513,16105.439,0.559,92.774,55.571,55.571
2022-05-30,inflow,35117.705,34701.942,1.198,92.960,45.243,45.243
2022-05-31,inflow,35314.522,34760.283,1.594,100.000,56.812,56.812
2022-05-31,purchase,16334.168,16127.223,1.283,100.000,67.389,67.389
2022-06-01,purchase,16346.642,16148.120,1.229,98.696,66.510,66.510
2022-06-01,inflow,35361.403,34817.533,1.562,98.335,55.866,55.866
2022-06-02,purchase,16378.468,16170.058,1.289,100.000,67.481,67.481
2022-06-02,inflow,35432.052,34876.058,1.594,99.987,56.804,56.804
2022-06-06,purchase,16491.015,16200.625,1.792,100.000,75.703,75.703
2022-06-06,inflow,35579.080,34943.013,1.820,100.000,63.404,63.404
2022-06-07,purchase,16537.085,16232.669,1.875,100.000,77.056,77.056
2022-06-07,inflow,35658.246,35011.130,1.848,100.000,64.221,64.221
2022-06-08,purchase,16594.757,16267.153,2.014,100.000,79.318,79.318
2022-06-08,inflow,35745.514,35081.072,1.894,100.000,65.555,65.555
2022-06-09,inflow,35808.344,35150.336,1.872,99.019,64.912,64.912
2022-06-09,purchase,16630.551,16301.763,2.017,100.000,79.367,79.367
2022-06-10,inflow,35990.333,35230.335,2.157,100.000,73.237,73.237
2022-06-10,purchase,16746.771,16344.144,2.463,100.000,86.657,86.657
2022-06-13,purchase,16611.579,16369.614,1.478,81.438,70.571,70.571
2022-06-13,inflow,35885.728,35292.754,1.680,80.987,59.313,59.313
2022-06-14,purchase,16651.024,16396.415,1.553,82.845,71.791,71.791
2022-06-14,inflow,35956.896,35356.005,1.700,81.760,59.879,59.879
2022-06-15,inflow,36119.023,35428.674,1.949,91.684,67.147,67.147
2022-06-15,purchase,16784.616,16433.387,2.137,93.856,81.332,81.332
2022-06-16,purchase,16829.136,16471.077,2.174,94.545,81.929,81.929
2022-06-16,inflow,36192.670,35501.435,1.947,91.624,67.103,67.103
2022-06-17,purchase,16920.811,16513.909,2.464,100.000,86.666,86.666
2022-06-17,inflow,36326.518,35580.015,2.098,97.644,71.512,71.512
2022-06-20,inflow,36259.025,35644.682,1.724,82.715,60.579,60.579
2022-06-20,purchase,16823.778,16543.420,1.695,85.508,74.106,74.106
2022-06-21,inflow,36277.176,35704.920,1.603,77.902,57.053,57.053
2022-06-21,purchase,16813.156,16569.109,1.473,81.331,70.486,70.486
2022-06-22,purchase,16744.955,16585.857,0.959,70.199,62.100,62.100
2022-06-22,inflow,36232.172,35755.134,1.334,65.185,49.215,49.215
2022-06-23,inflow,36386.484,35815.263,1.595,73.193,57.056,56.825
2022-06-23,purchase,16865.283,16612.469,1.522,79.110,71.285,71.285
2022-06-24,purchase,16961.456,16645.705,1.897,86.456,77.408,77.408
2022-06-24,inflow,36518.238,35882.213,1.773,78.729,62.262,62.009
2022-06-27,inflow,36624.204,35952.879,1.867,83.966,67.871,64.773
2022-06-27,purchase,17034.110,16682.696,2.106,91.461,84.071,80.829
2022-06-28,inflow,36704.580,36024.469,1.888,84.769,68.504,65.377
2022-06-28,purchase,17080.592,16720.591,2.153,92.373,84.862,81.589
2022-06-29,inflow,36706.056,36089.382,1.709,73.847,69.983,60.147
2022-06-29,purchase,17063.766,16753.275,1.853,84.487,88.497,76.696
2022-07-04,inflow,36783.333,36155.473,1.737,75.450,75.075,60.959
2022-07-04,purchase,17108.781,16787.132,1.916,85.783,89.678,77.720
2022-07-05,inflow,36796.782,36216.550,1.602,67.604,73.158,57.035
2022-07-05,purchase,17095.297,16816.481,1.658,79.087,84.817,73.507
2022-07-06,purchase,17081.471,16841.718,1.424,69.762,80.401,69.680
2022-07-06,inflow,36809.562,36273.027,1.479,55.576,68.555,53.446
2022-07-07,inflow,36845.819,36327.579,1.427,51.824,66.586,51.912
2022-07-07,purchase,17087.012,16865.080,1.316,65.903,78.374,67.923
2022-07-08,purchase,17099.370,16887.393,1.255,60.131,77.230,66.932
2022-07-08,inflow,36881.893,36380.371,1.379,48.658,64.788,50.510
2022-07-11,inflow,36891.639,36429.063,1.270,41.487,60.717,47.336
2022-07-11,purchase,17088.686,16906.564,1.077,54.260,73.877,64.026
2022-07-12,inflow,36865.355,36470.614,1.082,29.127,53.699,41.865
2022-07-12,purchase,17046.176,16919.860,0.747,43.353,67.648,58.628
2022-07-13,inflow,36819.078,36503.801,0.864,14.709,45.513,35.482
2022-07-13,purchase,16977.435,16925.344,0.308,28.881,59.383,51.465
2022-07-14,inflow,36832.272,36535.084,0.813,11.396,43.631,34.016
2022-07-14,purchase,16968.267,16929.432,0.229,26.296,57.907,50.185
2022-07-15,inflow,36766.552,36557.129,0.573,0.000,34.625,26.994
2022-07-15,purchase,16878.962,16924.625,-0.270,9.830,48.503,42.036
2022-07-18,inflow,36824.378,36582.581,0.661,5.560,37.923,29.565
2022-07-18,purchase,16914.478,16923.659,-0.054,16.940,52.564,45.555
2022-07-19,inflow,36747.346,36598.273,0.407,0.000,28.427,22.162
2022-07-19,purchase,16815.893,16913.395,-0.576,0.000,42.726,37.029
2022-07-20,inflow,36805.248,36617.985,0.511,5.947,32.324,25.200
2022-07-20,purchase,16852.673,16907.612,-0.325,8.273,47.464,41.135
2022-07-21,inflow,36805.366,36635.831,0.463,3.168,30.503,23.780
2022-07-21,purchase,16825.151,16899.759,-0.441,4.440,45.269,39.233
2022-07-22,inflow,36846.601,36655.904,0.520,6.453,32.655,25.458
2022-07-22,purchase,16841.597,16894.219,-0.311,8.716,47.718,41.355
2022-07-25,inflow,36834.062,36672.872,0.440,1.841,29.633,23.103
2022-07-25,purchase,16807.747,16885.984,-0.463,3.722,44.858,38.876
2022-07-26,inflow,36933.063,36697.652,0.641,13.382,37.194,28.997
2022-07-26,purchase,16880.314,16885.444,-0.030,17.961,53.013,45.944
2022-07-27,purchase,16842.933,16881.395,-0.228,11.467,49.294,42.721
2022-07-27,inflow,36921.347,36718.956,0.551,8.221,33.813,26.361
2022-07-28,purchase,16870.266,16880.335,-0.060,16.998,52.462,45.466
2022-07-28,inflow,36973.917,36743.238,0.628,12.600,36.682,28.598
2022-07-29,purchase,16853.076,16877.739,-0.146,14.154,50.833,44.055
2022-07-29,inflow,36978.671,36765.660,0.579,9.832,34.869,27.184
2022-08-01,purchase,16877.059,16877.674,-0.004,18.840,53.517,46.381
2022-08-01,inflow,37028.721,36790.714,0.647,13.692,37.398,29.156
2022-08-02,purchase,16853.947,16875.415,-0.127,14.776,51.189,44.363
2022-08-02,inflow,37028.452,36813.355,0.584,10.113,35.053,27.328
2022-08-03,purchase,16843.453,16872.371,-0.171,13.323,50.357,43.642
2022-08-03,inflow,37038.204,36834.770,0.552,8.284,34.095,26.394
2022-08-04,purchase,16811.404,16866.564,-0.327,8.204,47.425,41.101
2022-08-04,inflow,37029.252,36853.292,0.477,4.008,33.056,24.210
2022-08-05,inflow,37084.496,36875.311,0.567,9.141,36.636,26.831
2022-08-05,purchase,16840.743,16864.105,-0.139,14.404,50.976,44.179
2022-08-08,purchase,16829.994,16860.857,-0.183,12.940,50.137,43.452
2022-08-08,inflow,37098.166,36896.535,0.546,7.952,35.807,26.224
2022-08-09,purchase,16807.872,16855.810,-0.284,9.606,48.228,41.797
2022-08-09,inflow,37101.366,36916.043,0.502,5.411,34.035,24.926
2022-08-10,purchase,16745.507,16845.305,-0.592,0.000,42.426,36.768
2022-08-10,inflow,37064.619,36930.193,0.364,0.000,28.535,20.898
2022-08-11,purchase,16878.461,16848.463,0.178,25.209,56.939,49.347
2022-08-11,inflow,37226.515,36958.414,0.725,20.154,42.938,31.447
2022-08-12,purchase,16917.243,16855.013,0.369,31.463,60.540,52.468
2022-08-12,inflow,37291.121,36990.101,0.814,25.083,46.460,34.026
2022-08-15,inflow,37328.378,37022.318,0.827,25.802,46.974,34.403
2022-08-15,purchase,16928.110,16861.975,0.392,32.216,60.974,52.843
2022-08-16,purchase,16936.785,16869.100,0.401,32.511,61.144,52.991
2022-08-16,inflow,37360.523,37054.528,0.826,25.752,46.938,34.377
2022-08-17,inflow,37455.915,37092.755,0.979,34.299,53.046,38.850
2022-08-17,purchase,17005.505,16882.091,0.731,43.301,67.356,58.375
2022-08-18,purchase,16959.377,16889.451,0.414,32.929,61.384,53.199
2022-08-18,inflow,37437.624,37125.600,0.840,26.570,47.523,34.804
2022-08-19,inflow,37477.443,37159.109,0.857,27.475,48.169,35.278
2022-08-19,purchase,16976.504,16897.742,0.466,34.633,62.366,54.050
2022-08-22,purchase,17019.752,16909.362,0.653,40.743,65.883,57.098
2022-08-22,inflow,37549.484,37196.287,0.950,32.653,51.870,37.989
2022-08-23,purchase,16927.471,16911.087,0.097,22.553,55.410,48.022
2022-08-23,inflow,37483.364,37223.628,0.698,18.613,41.836,30.640
2022-08-24,purchase,16861.325,16906.348,-0.266,10.670,48.569,42.093
2022-08-24,inflow,37433.096,37243.577,0.509,8.078,34.308,25.126
2022-08-25,inflow,37466.029,37264.763,0.540,9.820,35.552,26.038
2022-08-25,purchase,16878.030,16903.651,-0.152,14.424,50.730,43.966
2022-08-26,inflow,37538.921,37290.873,0.665,16.795,40.537,29.688
2022-08-26,purchase,16929.543,16906.117,0.139,23.917,56.196,48.702
2022-08-29,purchase,16950.995,16910.391,0.240,27.239,58.108,50.360
2022-08-29,inflow,37586.013,37318.982,0.716,19.604,42.544,31.158
2022-08-30,inflow,37561.970,37342.124,0.589,12.532,37.491,27.457
2022-08-30,purchase,16901.197,16909.515,-0.049,17.774,52.659,45.637
2022-08-31,purchase,16980.202,16916.247,0.378,31.753,60.707,52.612
2022-08-31,inflow,37677.240,37374.040,0.811,24.942,46.359,33.952
2022-09-01,purchase,16971.784,16921.536,0.297,29.099,59.179,51.288
2022-09-01,inflow,37688.284,37403.968,0.760,22.090,44.321,32.460
2022-09-02,purchase,16933.955,16922.719,0.066,21.556,54.836,47.524
2022-09-02,inflow,37675.581,37429.836,0.657,16.314,40.193,29.437
2022-09-05,purchase,16857.805,16916.537,-0.347,8.024,47.045,40.772
2022-09-05,inflow,37624.076,37448.335,0.469,5.872,32.731,23.971
2022-09-06,inflow,37611.389,37463.864,0.394,1.717,29.721,21.767
2022-09-06,purchase,16818.814,16907.230,-0.523,2.274,43.735,37.903
2022-09-07,purchase,16785.078,16895.596,-0.654,0.000,41.264,35.761
2022-09-07,inflow,37604.138,37477.223,0.339,0.000,27.524,20.158
2022-09-08,purchase,16784.212,16884.988,-0.597,1.837,42.343,36.697
2022-09-08,inflow,37628.305,37491.612,0.365,1.475,28.558,20.915
2022-09-09,purchase,16931.744,16889.441,0.250,29.011,58.304,50.529
2022-09-09,inflow,37803.215,37521.288,0.751,23.458,43.973,32.204
2022-09-13,purchase,16971.456,16897.252,0.439,35.062,61.858,53.609
2022-09-13,inflow,37866.510,37554.167,0.832,28.024,47.174,34.549
2022-09-14,purchase,16957.314,16902.972,0.321,34.754,59.641,51.689
2022-09-14,inflow,37874.438,37584.669,0.771,27.906,44.754,32.777
2022-09-15,inflow,37855.672,37610.478,0.652,20.221,40.009,29.302
2022-09-15,purchase,16915.983,16904.212,0.070,25.783,54.897,47.577
2022-09-16,inflow,37845.408,37632.853,0.565,14.598,36.538,26.759
2022-09-16,purchase,16870.860,16901.035,-0.179,16.942,50.222,43.525
2022-09-19,inflow,37883.347,37656.709,0.602,16.989,34.207,27.840
2022-09-19,purchase,16886.887,16899.688,-0.076,20.604,49.701,45.204
2022-09-20,purchase,16881.660,16897.971,-0.097,19.863,43.228,44.864
2022-09-20,inflow,37900.805,37679.957,0.586,15.974,25.101,27.381
2022-09-21,inflow,37892.999,37700.246,0.511,11.143,9.493,25.197
2022-09-21,purchase,16851.062,16893.503,-0.251,14.352,35.154,42.339
2022-09-22,purchase,16814.576,16885.986,-0.423,8.237,31.054,39.536
2022-09-22,inflow,37878.297,37717.204,0.427,5.710,4.864,22.740
2022-09-23,inflow,37892.417,37733.891,0.420,5.828,4.480,22.536
2022-09-23,purchase,16809.520,16878.704,-0.410,9.503,29.513,39.749
2022-09-26,purchase,16852.286,16876.188,-0.142,19.940,33.811,44.128
2022-09-26,inflow,37952.485,37754.709,0.524,13.248,10.184,25.563
2022-09-27,inflow,38009.517,37778.976,0.610,21.495,14.934,28.085
2022-09-27,purchase,16885.011,16877.028,0.047,30.337,37.296,47.212
2022-09-28,inflow,37990.190,37799.092,0.506,14.635,9.178,25.030
2022-09-28,purchase,16846.615,16874.132,-0.163,23.635,31.838,43.778
2022-09-29,inflow,38046.799,37822.683,0.593,23.338,13.961,27.569
2022-09-29,purchase,16880.906,16874.777,0.036,35.047,29.445,47.033
2022-09-30,inflow,38053.080,37844.626,0.551,20.403,11.667,26.351
2022-09-30,purchase,16867.896,16874.121,-0.037,32.327,25.724,45.838
2022-10-10,inflow,38081.450,37867.180,0.566,24.400,12.493,26.789
2022-10-10,purchase,16882.203,16874.891,0.043,40.284,22.368,47.148
2022-10-11,purchase,16869.761,16874.403,-0.028,44.737,20.096,45.991
2022-10-11,inflow,38087.333,37888.147,0.526,25.155,10.287,25.618
2022-10-12,inflow,38051.008,37903.658,0.389,7.824,2.755,21.620
2022-10-12,purchase,16811.005,16868.365,-0.340,22.675,10.073,40.889
2022-10-13,purchase,16730.656,16855.250,-0.739,0.000,0.000,34.373
2022-10-13,inflow,37990.934,37911.970,0.208,0.000,0.000,16.353
2022-10-14,purchase,16805.376,16850.500,-0.268,32.063,14.717,42.068
2022-10-14,inflow,38087.281,37928.666,0.418,27.233,10.770,22.480
2022-10-17,purchase,16761.129,16841.988,-0.480,17.623,8.089,38.602
2022-10-17,inflow,38061.908,37941.356,0.318,14.200,5.616,19.548
2022-10-18,inflow,38040.281,37950.777,0.236,3.575,1.414,17.157
2022-10-18,purchase,16723.563,16830.710,-0.637,6.978,3.203,36.047
2022-10-19,inflow,37996.588,37955.140,0.109,0.000,0.000,13.461
2022-10-19,purchase,16663.540,16814.789,-0.899,0.000,0.000,31.756
2022-10-20,purchase,16601.307,16794.457,-1.150,0.000,0.000,27.665
2022-10-20,inflow,37953.238,37954.959,-0.005,0.000,0.000,10.141
2022-10-21,purchase,16512.079,16767.564,-1.524,0.000,0.000,21.566
2022-10-21,inflow,37880.572,37947.875,-0.177,0.000,0.000,5.097
2022-10-24,inflow,37716.462,37925.835,-0.552,0.000,0.000,0.000
2022-10-24,purchase,16332.964,16726.174,-2.351,0.000,0.000,8.062
2022-10-25,inflow,37758.768,37909.924,-0.399,10.015,5.660,4.245
2022-10-25,purchase,16361.413,16691.434,-1.977,12.125,7.761,14.162
2022-10-26,purchase,16395.740,16663.273,-1.606,24.184,15.480,20.230
2022-10-26,inflow,37806.988,37900.121,-0.246,20.007,11.307,8.480
2022-10-27,inflow,37829.671,37893.411,-0.168,25.070,14.168,11.063
2022-10-27,purchase,16405.331,16638.707,-1.403,30.768,19.694,24.486
2022-10-28,inflow,37821.508,37886.563,-0.172,24.841,14.039,10.962
2022-10-28,purchase,16385.016,16614.546,-1.382,31.453,20.133,24.845
2022-10-31,inflow,37752.658,37873.810,-0.320,15.164,8.570,7.383
2022-10-31,purchase,16294.895,16584.103,-1.744,19.695,12.606,20.736
2022-11-01,inflow,37829.471,37869.588,-0.106,29.137,16.467,14.961
2022-11-01,purchase,16356.440,16562.421,-1.244,35.926,22.995,30.158
2022-11-02,purchase,16280.623,16535.583,-1.542,26.249,16.802,24.541
2022-11-02,inflow,37754.204,37858.599,-0.276,18.046,10.199,9.624
2022-11-03,purchase,16234.974,16506.954,-1.648,22.817,14.605,22.548
2022-11-03,inflow,37721.639,37845.555,-0.327,14.671,8.291,7.824
2022-11-04,purchase,16334.901,16490.568,-0.944,45.650,29.220,35.804
2022-11-04,inflow,37838.548,37844.888,-0.017,34.962,19.758,18.644
2022-11-07,purchase,16294.585,16471.903,-1.076,41.350,26.468,33.308
2022-11-07,inflow,37811.879,37841.744,-0.079,30.902,17.464,16.479
2022-11-08,purchase,16256.648,16451.402,-1.184,37.868,24.238,31.286
2022-11-08,inflow,37789.737,37836.791,-0.124,27.934,15.786,14.896
2022-11-09,inflow,37797.829,37833.080,-0.093,29.971,16.937,15.983
2022-11-09,purchase,16249.810,16432.203,-1.110,40.264,25.772,32.677
2022-11-10,inflow,37805.464,37830.450,-0.066,31.742,17.939,16.927
2022-11-10,purchase,16242.237,16414.111,-1.047,42.304,27.078,33.861
2022-11-11,purchase,16388.898,16411.710,-0.139,71.770,45.938,50.967
2022-11-11,inflow,37974.422,37844.162,0.344,58.536,33.081,31.216
2022-11-14,purchase,16554.917,16425.348,0.789,100.000,65.208,68.445
2022-11-14,inflow,38164.742,37874.693,0.766,86.072,48.643,45.901
2022-11-15,inflow,38265.798,37911.941,0.933,97.016,54.827,51.736
2022-11-15,purchase,16636.459,16445.454,1.161,100.000,72.947,75.464
2022-11-16,purchase,16646.443,16464.596,1.104,98.378,71.764,74.390
2022-11-16,inflow,38293.755,37948.304,0.910,95.510,53.976,50.934
2022-11-17,purchase,16660.530,16483.256,1.075,97.552,71.162,73.844
2022-11-17,inflow,38334.157,37985.052,0.919,97.969,54.299,51.238
2022-11-18,inflow,38411.088,38025.627,1.014,100.000,57.792,54.534
2022-11-18,purchase,16711.730,16505.016,1.252,100.000,74.837,77.178
2022-11-21,purchase,16691.274,16522.755,1.020,93.547,70.008,72.798
2022-11-21,inflow,38413.759,38062.592,0.923,94.183,54.430,51.362
2022-11-22,inflow,38430.758,38097.655,0.874,91.100,52.648,49.681
2022-11-22,purchase,16683.684,16538.081,0.880,89.675,67.110,70.170
2022-11-23,purchase,16699.336,16553.439,0.881,89.702,67.130,70.188
2022-11-23,inflow,38469.136,38133.034,0.881,91.551,52.909,49.926
2022-11-24,purchase,16711.694,16568.511,0.864,89.225,66.774,69.864
2022-11-24,inflow,38502.609,38168.232,0.876,91.210,52.712,49.741
2022-11-25,purchase,16786.209,16589.244,1.187,98.193,73.484,75.951
2022-11-25,inflow,38600.547,38209.405,1.024,100.000,58.161,54.882
2022-11-28,purchase,16748.612,16604.422,0.868,89.342,66.861,69.943
2022-11-28,inflow,38583.762,38245.058,0.886,91.238,53.065,50.073
2022-11-29,purchase,16846.669,16627.493,1.318,100.000,76.202,78.416
2022-11-29,inflow,38706.056,38288.963,1.089,100.000,60.584,57.169
2022-11-30,purchase,16895.843,16653.050,1.458,100.000,79.105,81.049
2022-11-30,inflow,38816.557,38339.210,1.245,100.000,66.332,62.593
2022-12-01,purchase,17010.339,16687.078,1.937,100.000,89.059,90.077
2022-12-01,inflow,38954.203,38397.780,1.449,100.000,73.863,70.159
2022-12-02,purchase,17051.279,16721.764,1.971,100.000,89.752,90.705
2022-12-02,inflow,39017.991,38456.848,1.459,100.000,74.234,74.234
2022-12-05,purchase,17110.214,16758.759,2.097,100.000,92.381,93.090
2022-12-05,inflow,39102.780,38518.365,1.517,100.000,76.378,76.378
2022-12-06,inflow,39126.763,38576.308,1.427,95.636,73.045,73.045
2022-12-06,purchase,17115.623,16792.746,1.923,96.079,88.758,89.804
2022-12-07,purchase,17118.358,16823.757,1.751,92.220,85.194,86.571
2022-12-07,inflow,39150.944,38631.035,1.346,91.717,71.614,70.051
2022-12-08,purchase,17119.494,16851.922,1.588,88.549,81.802,83.495
2022-12-08,inflow,39177.220,38683.053,1.277,88.413,69.035,67.528
2022-12-09,purchase,17116.779,16877.146,1.420,84.773,78.314,80.332
