,keyword,type,count
2016-11-09,a股,all,12275.000
2016-11-09,纳斯达克指数,all,4171.000
2016-11-09,上证指数,all,170712.000
2016-11-09,原油,all,5613.000
2016-11-09,热卷,all,242.000
2016-11-09,纸浆,all,233.000
2016-11-09,豆粕价格,all,982.000
2016-11-09,沪深300,all,2483.000
2016-11-09,熊市,all,370.000
2016-11-09,螺纹钢,all,2231.000
2016-11-09,恒生指数,all,8472.000
2016-11-10,a股,all,5334.000
2016-11-10,螺纹钢,all,2100.000
2016-11-10,上证,all,5775.000
2016-11-10,原油,all,4768.000
2016-11-10,纳斯达克指数,all,3371.000
2016-11-10,熊市,all,273.000
2016-11-10,生猪,all,587.000
2016-11-10,道琼斯指数,all,7667.000
2016-11-10,基金,all,5352.000
2016-11-10,豆粕价格,all,1030.000
2016-11-10,美股行情,all,5798.000
2016-11-10,股票,all,20056.000
2016-11-10,股市,all,11441.000
2016-11-10,纸浆,all,249.000
2016-11-10,沪深300,all,2103.000
2016-11-10,港股,all,937.000
2016-11-10,牛市,all,442.000
2016-11-10,上证指数,all,144008.000
2016-11-10,恒生指数,all,3679.000
2016-11-10,热卷,all,291.000
2016-11-10,创业板指,all,886.000
2016-11-10,上证50,all,508.000
2016-11-10,中证500,all,1042.000
2016-11-11,中证500,all,1175.000
2016-11-11,生猪,all,462.000
2016-11-11,美股行情,all,3344.000
2016-11-11,纳斯达克指数,all,2681.000
2016-11-11,基金,all,5138.000
2016-11-11,恒生指数,all,3062.000
2016-11-11,创业板指,all,1075.000
2016-11-11,豆粕价格,all,1048.000
2016-11-11,热卷,all,242.000
2016-11-11,上证50,all,715.000
2016-11-11,道琼斯指数,all,5532.000
2016-11-11,上证指数,all,142046.000
2016-11-11,港股,all,995.000
2016-11-11,原油,all,3674.000
2016-11-11,a股,all,4194.000
2016-11-11,螺纹钢,all,2073.000
2016-11-11,上证,all,5418.000
2016-11-11,纸浆,all,222.000
2016-11-11,股市,all,9610.000
2016-11-11,熊市,all,266.000
2016-11-11,股票,all,17714.000
2016-11-11,牛市,all,582.000
2016-11-11,沪深300,all,2324.000
2016-11-12,热卷,all,183.000
2016-11-12,生猪,all,466.000
2016-11-12,豆粕价格,all,1004.000
2016-11-12,上证50,all,383.000
2016-11-12,创业板指,all,253.000
2016-11-12,中证500,all,361.000
2016-11-12,纸浆,all,204.000
2016-11-12,原油,all,2183.000
2016-11-12,恒生指数,all,971.000
2016-11-12,沪深300,all,827.000
2016-11-12,基金,all,3410.000
2016-11-12,a股,all,1719.000
2016-11-12,熊市,all,248.000
2016-11-12,港股,all,464.000
2016-11-12,美股行情,all,1819.000
2016-11-12,纳斯达克指数,all,1337.000
2016-11-12,道琼斯指数,all,3553.000
2016-11-12,股票,all,7059.000
2016-11-12,上证,all,975.000
2016-11-12,牛市,all,394.000
2016-11-12,上证指数,all,13563.000
2016-11-12,螺纹钢,all,1516.000
2016-11-12,股市,all,2838.000
2016-11-13,熊市,all,248.000
2016-11-13,港股,all,449.000
2016-11-13,恒生指数,all,796.000
2016-11-13,基金,all,3194.000
2016-11-13,美股行情,all,988.000
2016-11-13,螺纹钢,all,1438.000
2016-11-13,豆粕价格,all,1005.000
2016-11-13,股市,all,2388.000
2016-11-13,纸浆,all,226.000
2016-11-13,热卷,all,178.000
2016-11-13,原油,all,1733.000
2016-11-13,纳斯达克指数,all,665.000
2016-11-13,生猪,all,503.000
2016-11-13,创业板指,all,228.000
2016-11-13,牛市,all,432.000
2016-11-13,道琼斯指数,all,1279.000
2016-11-13,沪深300,all,649.000
2016-11-13,上证50,all,367.000
2016-11-13,上证指数,all,9327.000
2016-11-13,股票,all,6814.000
2016-11-13,上证,all,781.000
2016-11-13,中证500,all,356.000
2016-11-13,a股,all,1687.000
2016-11-14,上证50,all,641.000
2016-11-14,股票,all,20445.000
2016-11-14,牛市,all,620.000
2016-11-14,a股,all,4635.000
2016-11-14,上证,all,5753.000
2016-11-14,豆粕价格,all,1114.000
2016-11-14,热卷,all,253.000
2016-11-14,纸浆,all,285.000
2016-11-14,沪深300,all,2368.000
2016-11-14,螺纹钢,all,2272.000
2016-11-14,创业板指,all,1134.000
2016-11-14,生猪,all,652.000
2016-11-14,港股,all,1229.000
2016-11-14,恒生指数,all,5450.000
2016-11-14,美股行情,all,1634.000
2016-11-14,上证指数,all,149567.000
2016-11-14,纳斯达克指数,all,1256.000
2016-11-14,基金,all,6211.000
2016-11-14,中证500,all,1320.000
2016-11-14,道琼斯指数,all,2645.000
2016-11-14,熊市,all,346.000
2016-11-14,原油,all,3891.000
2016-11-14,股市,all,10705.000
2016-11-15,中证500,all,1163.000
2016-11-15,上证50,all,651.000
2016-11-15,道琼斯指数,all,4666.000
2016-11-15,螺纹钢,all,2359.000
2016-11-15,热卷,all,323.000
2016-11-15,恒生指数,all,3589.000
2016-11-15,美股行情,all,2465.000
2016-11-15,牛市,all,535.000
2016-11-15,纸浆,all,311.000
2016-11-15,股市,all,9618.000
2016-11-15,纳斯达克指数,all,1756.000
2016-11-15,a股,all,4262.000
2016-11-15,豆粕价格,all,1073.000
2016-11-15,生猪,all,509.000
2016-11-15,基金,all,6140.000
2016-11-15,港股,all,1074.000
2016-11-15,上证,all,5567.000
2016-11-15,熊市,all,288.000
2016-11-15,沪深300,all,2145.000
2016-11-15,上证指数,all,149209.000
2016-11-15,创业板指,all,1231.000
2016-11-15,股票,all,20423.000
2016-11-15,原油,all,4581.000
2016-11-16,热卷,all,279.000
2016-11-16,纸浆,all,309.000
2016-11-16,创业板指,all,1258.000
2016-11-16,a股,all,4076.000
2016-11-16,上证50,all,677.000
2016-11-16,恒生指数,all,2892.000
2016-11-16,熊市,all,297.000
2016-11-16,原油,all,5106.000
2016-11-16,股市,all,9105.000
2016-11-16,上证指数,all,143195.000
2016-11-16,中证500,all,1126.000
2016-11-16,牛市,all,532.000
2016-11-16,上证,all,5097.000
2016-11-16,基金,all,6077.000
2016-11-16,港股,all,982.000
2016-11-16,螺纹钢,all,2314.000
2016-11-16,纳斯达克指数,all,1581.000
2016-11-16,股票,all,19250.000
2016-11-16,豆粕价格,all,1023.000
2016-11-16,生猪,all,556.000
2016-11-16,道琼斯指数,all,4399.000
2016-11-16,美股行情,all,2367.000
2016-11-16,沪深300,all,2122.000
2016-11-17,股票,all,18653.000
2016-11-17,上证50,all,711.000
2016-11-17,恒生指数,all,2666.000
2016-11-17,牛市,all,450.000
2016-11-17,上证,all,5011.000
2016-11-17,港股,all,889.000
2016-11-17,道琼斯指数,all,4290.000
2016-11-17,a股,all,3865.000
2016-11-17,纳斯达克指数,all,1536.000
2016-11-17,股市,all,8659.000
2016-11-17,上证指数,all,139450.000
2016-11-17,创业板指,all,1038.000
2016-11-17,原油,all,4213.000
2016-11-17,豆粕价格,all,1018.000
2016-11-17,螺纹钢,all,2153.000
2016-11-17,沪深300,all,2086.000
2016-11-17,美股行情,all,2340.000
2016-11-17,熊市,all,326.000
2016-11-17,纸浆,all,294.000
2016-11-17,热卷,all,276.000
2016-11-17,生猪,all,577.000
2016-11-17,基金,all,5813.000
2016-11-17,中证500,all,1035.000
2016-11-18,上证50,all,607.000
2016-11-18,牛市,all,425.000
2016-11-18,港股,all,888.000
2016-11-18,a股,all,3511.000
2016-11-18,恒生指数,all,2530.000
2016-11-18,股市,all,7929.000
2016-11-18,上证指数,all,133949.000
2016-11-18,中证500,all,931.000
2016-11-18,原油,all,3827.000
2016-11-18,创业板指,all,1029.000
2016-11-18,沪深300,all,1964.000
2016-11-18,熊市,all,264.000
2016-11-18,生猪,all,530.000
2016-11-18,道琼斯指数,all,3963.000
2016-11-18,豆粕价格,all,1029.000
2016-11-18,螺纹钢,all,1915.000
2016-11-18,美股行情,all,1993.000
2016-11-18,热卷,all,193.000
2016-11-18,股票,all,17069.000
2016-11-18,纸浆,all,268.000
2016-11-18,上证,all,4503.000
2016-11-18,基金,all,4973.000
2016-11-18,纳斯达克指数,all,1414.000
2016-11-19,熊市,all,298.000
2016-11-19,豆粕价格,all,963.000
2016-11-19,牛市,all,334.000
2016-11-19,原油,all,1779.000
2016-11-19,股票,all,6833.000
2016-11-19,股市,all,2464.000
2016-11-19,螺纹钢,all,1417.000
2016-11-19,生猪,all,553.000
2016-11-19,上证,all,900.000
2016-11-19,a股,all,1644.000
2016-11-19,热卷,all,146.000
2016-11-19,美股行情,all,1185.000
2016-11-19,创业板指,all,261.000
2016-11-19,上证指数,all,12128.000
2016-11-19,恒生指数,all,857.000
2016-11-19,基金,all,3076.000
2016-11-19,港股,all,469.000
2016-11-19,纸浆,all,229.000
2016-11-19,道琼斯指数,all,2471.000
2016-11-19,沪深300,all,825.000
2016-11-19,上证50,all,361.000
2016-11-19,中证500,all,333.000
2016-11-19,纳斯达克指数,all,1103.000
2016-11-20,纸浆,all,203.000
2016-11-20,基金,all,2852.000
2016-11-20,道琼斯指数,all,1102.000
2016-11-20,上证指数,all,8312.000
2016-11-20,豆粕价格,all,979.000
2016-11-20,熊市,all,254.000
2016-11-20,a股,all,1574.000
2016-11-20,恒生指数,all,750.000
2016-11-20,港股,all,436.000
2016-11-20,上证,all,660.000
2016-11-20,牛市,all,332.000
2016-11-20,纳斯达克指数,all,534.000
2016-11-20,沪深300,all,676.000
2016-11-20,股市,all,2196.000
2016-11-20,热卷,all,163.000
2016-11-20,螺纹钢,all,1383.000
2016-11-20,生猪,all,569.000
2016-11-20,美股行情,all,697.000
2016-11-20,上证50,all,339.000
2016-11-20,原油,all,1669.000
2016-11-20,创业板指,all,242.000
2016-11-20,中证500,all,364.000
2016-11-20,股票,all,6479.000
2016-11-21,基金,all,6183.000
2016-11-21,股市,all,9012.000
2016-11-21,股票,all,18405.000
2016-11-21,上证指数,all,133330.000
2016-11-21,豆粕价格,all,1061.000
2016-11-21,原油,all,3751.000
2016-11-21,沪深300,all,2097.000
2016-11-21,纳斯达克指数,all,987.000
2016-11-21,美股行情,all,1214.000
2016-11-21,道琼斯指数,all,1946.000
2016-11-21,生猪,all,732.000
2016-11-21,螺纹钢,all,1904.000
2016-11-21,a股,all,3803.000
2016-11-21,恒生指数,all,2485.000
2016-11-21,热卷,all,214.000
2016-11-21,港股,all,957.000
2016-11-21,上证,all,4500.000
2016-11-21,纸浆,all,311.000
2016-11-21,熊市,all,328.000
2016-11-21,创业板指,all,940.000
2016-11-21,中证500,all,1015.000
2016-11-21,上证50,all,848.000
2016-11-21,牛市,all,465.000
2016-11-22,股市,all,8433.000
2016-11-22,沪深300,all,2119.000
2016-11-22,上证50,all,873.000
2016-11-22,创业板指,all,1137.000
2016-11-22,原油,all,4659.000
2016-11-22,纳斯达克指数,all,1287.000
2016-11-22,道琼斯指数,all,3668.000
2016-11-22,股票,all,18645.000
2016-11-22,中证500,all,1038.000
2016-11-22,螺纹钢,all,2024.000
2016-11-22,纸浆,all,305.000
2016-11-22,基金,all,6646.000
2016-11-22,港股,all,872.000
2016-11-22,a股,all,3624.000
2016-11-22,豆粕价格,all,1067.000
2016-11-22,生猪,all,630.000
2016-11-22,恒生指数,all,2492.000
2016-11-22,熊市,all,311.000
2016-11-22,美股行情,all,1850.000
2016-11-22,上证指数,all,132040.000
2016-11-22,牛市,all,560.000
2016-11-22,热卷,all,371.000
2016-11-22,上证,all,4962.000
2016-11-23,上证50,all,815.000
2016-11-23,熊市,all,305.000
2016-11-23,股票,all,18758.000
2016-11-23,纳斯达克指数,all,1349.000
2016-11-23,沪深300,all,2505.000
2016-11-23,股市,all,8948.000
2016-11-23,道琼斯指数,all,4137.000
2016-11-23,港股,all,862.000
2016-11-23,创业板指,all,1308.000
2016-11-23,恒生指数,all,2582.000
2016-11-23,牛市,all,539.000
2016-11-23,生猪,all,574.000
2016-11-23,原油,all,4110.000
2016-11-23,螺纹钢,all,1996.000
2016-11-23,热卷,all,339.000
2016-11-23,纸浆,all,330.000
2016-11-23,a股,all,3975.000
2016-11-23,中证500,all,1293.000
2016-11-23,上证,all,5324.000
2016-11-23,美股行情,all,2032.000
2016-11-23,上证指数,all,143966.000
2016-11-23,豆粕价格,all,1165.000
2016-11-23,基金,all,6419.000
2016-11-24,中证500,all,1177.000
2016-11-24,上证,all,5116.000
2016-11-24,美股行情,all,1954.000
2016-11-24,股市,all,8550.000
2016-11-24,纳斯达克指数,all,1306.000
2016-11-24,a股,all,3887.000
2016-11-24,创业板指,all,1194.000
2016-11-24,豆粕价格,all,1146.000
2016-11-24,股票,all,17479.000
2016-11-24,牛市,all,492.000
2016-11-24,基金,all,5799.000
2016-11-24,熊市,all,333.000
2016-11-24,港股,all,830.000
2016-11-24,道琼斯指数,all,4011.000
2016-11-24,沪深300,all,2334.000
2016-11-24,恒生指数,all,2477.000
2016-11-24,原油,all,3112.000
2016-11-24,螺纹钢,all,1834.000
2016-11-24,生猪,all,544.000
2016-11-24,纸浆,all,283.000
2016-11-24,热卷,all,240.000
2016-11-24,上证50,all,769.000
2016-11-24,上证指数,all,139857.000
2016-11-25,恒生指数,all,2376.000
2016-11-25,股票,all,17141.000
2016-11-25,港股,all,844.000
2016-11-25,道琼斯指数,all,3283.000
2016-11-25,生猪,all,580.000
2016-11-25,螺纹钢,all,2064.000
2016-11-25,美股行情,all,1603.000
2016-11-25,纳斯达克指数,all,1154.000
2016-11-25,a股,all,3736.000
2016-11-25,原油,all,3204.000
2016-11-25,上证,all,5145.000
2016-11-25,豆粕价格,all,1087.000
2016-11-25,中证500,all,1259.000
2016-11-25,创业板指,all,1462.000
2016-11-25,基金,all,5535.000
2016-11-25,牛市,all,462.000
2016-11-25,热卷,all,285.000
2016-11-25,熊市,all,285.000
2016-11-25,上证50,all,864.000
2016-11-25,股市,all,8588.000
2016-11-25,沪深300,all,2732.000
2016-11-25,上证指数,all,143524.000
2016-11-25,纸浆,all,277.000
2016-11-26,a股,all,1629.000
2016-11-26,沪深300,all,1051.000
2016-11-26,道琼斯指数,all,2203.000
2016-11-26,原油,all,2295.000
2016-11-26,上证,all,857.000
2016-11-26,美股行情,all,1175.000
2016-11-26,基金,all,3409.000
2016-11-26,豆粕价格,all,1017.000
2016-11-26,生猪,all,495.000
2016-11-26,股市,all,2264.000
2016-11-26,上证指数,all,12725.000
2016-11-26,牛市,all,353.000
2016-11-26,热卷,all,167.000
2016-11-26,港股,all,580.000
2016-11-26,纸浆,all,206.000
2016-11-26,上证50,all,449.000
2016-11-26,螺纹钢,all,1444.000
2016-11-26,中证500,all,406.000
2016-11-26,熊市,all,250.000
2016-11-26,恒生指数,all,1052.000
2016-11-26,纳斯达克指数,all,1020.000
2016-11-26,股票,all,6599.000
2016-11-26,创业板指,all,399.000
2016-11-27,上证指数,all,8214.000
2016-11-27,股市,all,2078.000
2016-11-27,中证500,all,321.000
2016-11-27,螺纹钢,all,1322.000
2016-11-27,美股行情,all,629.000
2016-11-27,生猪,all,508.000
2016-11-27,豆粕价格,all,1025.000
2016-11-27,港股,all,485.000
2016-11-27,沪深300,all,894.000
2016-11-27,牛市,all,372.000
2016-11-27,创业板指,all,336.000
2016-11-27,上证50,all,427.000
2016-11-27,纳斯达克指数,all,481.000
2016-11-27,恒生指数,all,798.000
2016-11-27,纸浆,all,212.000
2016-11-27,热卷,all,164.000
2016-11-27,a股,all,1501.000
2016-11-27,股票,all,5783.000
2016-11-27,基金,all,2950.000
2016-11-27,原油,all,1726.000
2016-11-27,上证,all,622.000
2016-11-27,道琼斯指数,all,1096.000
2016-11-27,熊市,all,227.000
2016-11-28,螺纹钢,all,2128.000
2016-11-28,牛市,all,468.000
2016-11-28,a股,all,3822.000
2016-11-28,上证,all,5042.000
2016-11-28,纳斯达克指数,all,926.000
2016-11-28,股市,all,8460.000
2016-11-28,美股行情,all,1265.000
2016-11-28,恒生指数,all,2575.000
2016-11-28,道琼斯指数,all,1749.000
2016-11-28,熊市,all,375.000
2016-11-28,基金,all,5767.000
2016-11-28,上证指数,all,137847.000
2016-11-28,原油,all,3780.000
2016-11-28,生猪,all,534.000
2016-11-28,创业板指,all,1405.000
2016-11-28,豆粕价格,all,1212.000
2016-11-28,股票,all,17733.000
2016-11-28,港股,all,947.000
2016-11-28,中证500,all,1119.000
2016-11-28,上证50,all,1212.000
2016-11-28,纸浆,all,312.000
2016-11-28,沪深300,all,2530.000
2016-11-28,热卷,all,251.000
2016-11-29,基金,all,6033.000
2016-11-29,上证,all,5486.000
2016-11-29,豆粕价格,all,1159.000
2016-11-29,股票,all,18802.000
2016-11-29,牛市,all,552.000
2016-11-29,纸浆,all,323.000
2016-11-29,港股,all,900.000
2016-11-29,熊市,all,366.000
2016-11-29,道琼斯指数,all,3588.000
2016-11-29,螺纹钢,all,2111.000
2016-11-29,纳斯达克指数,all,1237.000
2016-11-29,美股行情,all,1820.000
2016-11-29,股市,all,9237.000
2016-11-29,上证指数,all,149810.000
2016-11-29,a股,all,4111.000
2016-11-29,生猪,all,472.000
2016-11-29,创业板指,all,1316.000
2016-11-29,热卷,all,238.000
2016-11-29,中证500,all,1442.000
2016-11-29,沪深300,all,2975.000
2016-11-29,恒生指数,all,2485.000
2016-11-29,原油,all,3895.000
2016-11-29,上证50,all,1729.000
2016-11-30,熊市,all,301.000
2016-11-30,牛市,all,534.000
2016-11-30,港股,all,854.000
2016-11-30,恒生指数,all,2445.000
2016-11-30,a股,all,3866.000
2016-11-30,上证,all,5463.000
2016-11-30,纸浆,all,298.000
2016-11-30,热卷,all,284.000
2016-11-30,基金,all,5483.000
2016-11-30,沪深300,all,2990.000
2016-11-30,道琼斯指数,all,3597.000
2016-11-30,原油,all,7026.000
2016-11-30,上证指数,all,151186.000
2016-11-30,豆粕价格,all,1200.000
2016-11-30,股票,all,19062.000
2016-11-30,股市,all,8600.000
2016-11-30,纳斯达克指数,all,1242.000
2016-11-30,美股行情,all,2004.000
2016-11-30,上证50,all,1329.000
2016-11-30,生猪,all,616.000
2016-11-30,中证500,all,1525.000
2016-11-30,创业板指,all,1680.000
2016-11-30,螺纹钢,all,2094.000
2016-12-01,上证50,all,1147.000
2016-12-01,中证500,all,1342.000
2016-12-01,创业板指,all,1202.000
2016-12-01,a股,all,3411.000
2016-12-01,牛市,all,482.000
2016-12-01,股市,all,8193.000
2016-12-01,道琼斯指数,all,3420.000
2016-12-01,纳斯达克指数,all,1322.000
2016-12-01,热卷,all,435.000
2016-12-01,上证指数,all,133954.000
2016-12-01,原油,all,6449.000
2016-12-01,美股行情,all,1852.000
2016-12-01,上证,all,4666.000
2016-12-01,恒生指数,all,2283.000
2016-12-01,基金,all,6018.000
2016-12-01,螺纹钢,all,2083.000
2016-12-01,熊市,all,321.000
2016-12-01,港股,all,848.000
2016-12-01,生猪,all,566.000
2016-12-01,豆粕价格,all,1174.000
2016-12-01,股票,all,17414.000
2016-12-01,纸浆,all,324.000
2016-12-01,沪深300,all,2504.000
2016-12-02,美股行情,all,1804.000
2016-12-02,牛市,all,454.000
2016-12-02,上证,all,5265.000
2016-12-02,纳斯达克指数,all,1501.000
2016-12-02,基金,all,6078.000
2016-12-02,原油,all,4786.000
2016-12-02,港股,all,842.000
2016-12-02,纸浆,all,272.000
2016-12-02,上证指数,all,146678.000
2016-12-02,螺纹钢,all,1993.000
2016-12-02,热卷,all,321.000
2016-12-02,股票,all,17189.000
2016-12-02,道琼斯指数,all,3475.000
2016-12-02,沪深300,all,2820.000
2016-12-02,豆粕价格,all,1144.000
2016-12-02,创业板指,all,1297.000
2016-12-02,恒生指数,all,2342.000
2016-12-02,生猪,all,596.000
2016-12-02,熊市,all,274.000
2016-12-02,中证500,all,1464.000
2016-12-02,a股,all,3751.000
2016-12-02,上证50,all,1078.000
2016-12-02,股市,all,8897.000
2016-12-03,热卷,all,213.000
2016-12-03,创业板指,all,297.000
2016-12-03,港股,all,500.000
2016-12-03,螺纹钢,all,1409.000
2016-12-03,纳斯达克指数,all,1087.000
2016-12-03,沪深300,all,1040.000
2016-12-03,牛市,all,336.000
2016-12-03,上证,all,940.000
2016-12-03,恒生指数,all,843.000
2016-12-03,a股,all,1550.000
2016-12-03,纸浆,all,238.000
2016-12-03,上证指数,all,13233.000
2016-12-03,基金,all,3689.000
2016-12-03,道琼斯指数,all,2190.000
2016-12-03,股票,all,6849.000
2016-12-03,熊市,all,228.000
2016-12-03,美股行情,all,1157.000
2016-12-03,股市,all,2629.000
2016-12-03,生猪,all,521.000
2016-12-03,上证50,all,581.000
2016-12-03,豆粕价格,all,1058.000
2016-12-03,原油,all,2410.000
2016-12-03,中证500,all,464.000
2016-12-04,基金,all,3200.000
2016-12-04,道琼斯指数,all,1064.000
2016-12-04,美股行情,all,582.000
2016-12-04,中证500,all,405.000
2016-12-04,原油,all,1825.000
2016-12-04,生猪,all,467.000
2016-12-04,熊市,all,235.000
2016-12-04,沪深300,all,929.000
2016-12-04,豆粕价格,all,1034.000
2016-12-04,螺纹钢,all,1356.000
2016-12-04,纳斯达克指数,all,550.000
2016-12-04,上证,all,709.000
2016-12-04,股票,all,6354.000
2016-12-04,上证指数,all,9061.000
2016-12-04,纸浆,all,230.000
2016-12-04,牛市,all,348.000
2016-12-04,a股,all,1561.000
2016-12-04,港股,all,492.000
2016-12-04,创业板指,all,262.000
2016-12-04,恒生指数,all,774.000
2016-12-04,股市,all,2313.000
2016-12-04,热卷,all,209.000
2016-12-04,上证50,all,596.000
2016-12-05,美股行情,all,1261.000
2016-12-05,原油,all,4210.000
2016-12-05,螺纹钢,all,2104.000
2016-12-05,上证指数,all,161056.000
2016-12-05,纳斯达克指数,all,1057.000
2016-12-05,基金,all,5717.000
2016-12-05,道琼斯指数,all,1861.000
2016-12-05,熊市,all,317.000
2016-12-05,股票,all,20441.000
2016-12-05,港股,all,1690.000
2016-12-05,牛市,all,490.000
2016-12-05,中证500,all,1329.000
2016-12-05,纸浆,all,284.000
2016-12-05,沪深300,all,2491.000
2016-12-05,热卷,all,326.000
2016-12-05,创业板指,all,1298.000
2016-12-05,豆粕价格,all,1186.000
2016-12-05,股市,all,11668.000
2016-12-05,上证,all,6594.000
2016-12-05,a股,all,5365.000
2016-12-05,恒生指数,all,3415.000
2016-12-05,上证50,all,1152.000
2016-12-05,生猪,all,541.000
2016-12-06,螺纹钢,all,2094.000
2016-12-06,生猪,all,538.000
2016-12-06,创业板指,all,1133.000
2016-12-06,牛市,all,439.000
2016-12-06,上证,all,5627.000
2016-12-06,沪深300,all,2844.000
2016-12-06,美股行情,all,1763.000
2016-12-06,熊市,all,320.000
2016-12-06,a股,all,3967.000
2016-12-06,原油,all,4086.000
2016-12-06,纳斯达克指数,all,1271.000
2016-12-06,基金,all,5553.000
2016-12-06,道琼斯指数,all,3349.000
2016-12-06,股市,all,9177.000
2016-12-06,上证50,all,818.000
2016-12-06,恒生指数,all,2660.000
2016-12-06,港股,all,1128.000
2016-12-06,豆粕价格,all,1126.000
2016-12-06,热卷,all,396.000
2016-12-06,纸浆,all,321.000
2016-12-06,上证指数,all,144640.000
2016-12-06,中证500,all,1250.000
2016-12-06,股票,all,18068.000
2016-12-07,豆粕价格,all,1118.000
2016-12-07,牛市,all,459.000
2016-12-07,原油,all,3863.000
2016-12-07,股票,all,17865.000
2016-12-07,股市,all,8162.000
2016-12-07,创业板指,all,1046.000
2016-12-07,上证指数,all,136292.000
2016-12-07,纳斯达克指数,all,1258.000
2016-12-07,a股,all,3620.000
2016-12-07,基金,all,5446.000
2016-12-07,熊市,all,310.000
2016-12-07,螺纹钢,all,2216.000
2016-12-07,中证500,all,1281.000
2016-12-07,恒生指数,all,2471.000
2016-12-07,纸浆,all,240.000
2016-12-07,热卷,all,414.000
2016-12-07,上证,all,4881.000
2016-12-07,道琼斯指数,all,3258.000
2016-12-07,港股,all,950.000
2016-12-07,生猪,all,535.000
2016-12-07,沪深300,all,2414.000
2016-12-07,上证50,all,760.000
2016-12-07,美股行情,all,1674.000
2016-12-08,螺纹钢,all,2155.000
2016-12-08,恒生指数,all,2531.000
2016-12-08,熊市,all,297.000
2016-12-08,股市,all,7707.000
2016-12-08,股票,all,16646.000
2016-12-08,中证500,all,1198.000
2016-12-08,a股,all,3354.000
2016-12-08,上证指数,all,136273.000
2016-12-08,纳斯达克指数,all,1369.000
2016-12-08,豆粕价格,all,1120.000
2016-12-08,港股,all,850.000
2016-12-08,牛市,all,413.000
2016-12-08,上证,all,4746.000
2016-12-08,创业板指,all,1103.000
2016-12-08,生猪,all,682.000
2016-12-08,原油,all,4131.000
2016-12-08,沪深300,all,2166.000
2016-12-08,上证50,all,783.000
2016-12-08,纸浆,all,267.000
2016-12-08,热卷,all,302.000
2016-12-08,基金,all,5148.000
2016-12-08,美股行情,all,1905.000
2016-12-08,道琼斯指数,all,3812.000
2016-12-09,豆粕价格,all,1096.000
2016-12-09,中证500,all,1094.000
2016-12-09,纳斯达克指数,all,1232.000
2016-12-09,生猪,all,616.000
2016-12-09,基金,all,4837.000
2016-12-09,牛市,all,388.000
2016-12-09,a股,all,3246.000
2016-12-09,沪深300,all,2245.000
2016-12-09,美股行情,all,1666.000
2016-12-09,股市,all,6916.000
2016-12-09,股票,all,15684.000
2016-12-09,熊市,all,269.000
2016-12-09,道琼斯指数,all,3210.000
2016-12-09,创业板指,all,1409.000
2016-12-09,港股,all,769.000
2016-12-09,上证,all,4416.000
2016-12-09,热卷,all,334.000
2016-12-09,螺纹钢,all,1963.000
2016-12-09,上证50,all,1196.000
2016-12-09,纸浆,all,256.000
2016-12-09,上证指数,all,127677.000
2016-12-09,恒生指数,all,2379.000
2016-12-09,原油,all,3760.000
2016-12-10,港股,all,370.000
2016-12-10,股票,all,6519.000
2016-12-10,熊市,all,240.000
2016-12-10,螺纹钢,all,1413.000
2016-12-10,上证指数,all,11966.000
2016-12-10,沪深300,all,979.000
2016-12-10,恒生指数,all,779.000
2016-12-10,上证,all,842.000
2016-12-10,原油,all,2431.000
2016-12-10,牛市,all,345.000
2016-12-10,道琼斯指数,all,2087.000
2016-12-10,股市,all,2160.000
2016-12-10,豆粕价格,all,1003.000
2016-12-10,生猪,all,468.000
2016-12-10,美股行情,all,1104.000
2016-12-10,上证50,all,551.000
2016-12-10,基金,all,2937.000
2016-12-10,a股,all,1525.000
2016-12-10,纸浆,all,181.000
2016-12-10,中证500,all,399.000
2016-12-10,创业板指,all,332.000
2016-12-10,热卷,all,191.000
2016-12-10,纳斯达克指数,all,1049.000
2016-12-11,道琼斯指数,all,1008.000
2016-12-11,生猪,all,482.000
2016-12-11,中证500,all,421.000
2016-12-11,螺纹钢,all,1502.000
2016-12-11,豆粕价格,all,995.000
2016-12-11,上证指数,all,8363.000
2016-12-11,沪深300,all,971.000
2016-12-11,牛市,all,352.000
2016-12-11,基金,all,2767.000
2016-12-11,原油,all,2377.000
2016-12-11,上证50,all,619.000
2016-12-11,创业板指,all,329.000
2016-12-11,上证,all,665.000
2016-12-11,熊市,all,263.000
2016-12-11,港股,all,376.000
2016-12-11,股票,all,5677.000
2016-12-11,a股,all,1423.000
2016-12-11,美股行情,all,572.000
2016-12-11,纳斯达克指数,all,528.000
2016-12-11,纸浆,all,224.000
2016-12-11,股市,all,1991.000
2016-12-11,热卷,all,205.000
2016-12-11,恒生指数,all,668.000
2016-12-12,股市,all,22181.000
2016-12-12,纳斯达克指数,all,1127.000
2016-12-12,豆粕价格,all,1094.000
2016-12-12,生猪,all,554.000
2016-12-12,沪深300,all,2931.000
2016-12-12,上证,all,9095.000
2016-12-12,螺纹钢,all,2374.000
2016-12-12,中证500,all,1562.000
2016-12-12,创业板指,all,2048.000
2016-12-12,原油,all,5144.000
2016-12-12,上证50,all,1583.000
2016-12-12,美股行情,all,1324.000
2016-12-12,恒生指数,all,2946.000
2016-12-12,上证指数,all,184112.000
2016-12-12,a股,all,9667.000
2016-12-12,基金,all,4884.000
2016-12-12,道琼斯指数,all,2163.000
